FeatureCode,DateCode,Measurement,Units,Value,Sex,Age,Cause Of Death,Location Of Death,official_name
S12000033,w/c 2020-05-25,Count,Deaths,3,All,All,COVID-19 related,All,Aberdeen City
S12000033,w/c 2020-04-06,Count,Deaths,12,All,All,COVID-19 related,All,Aberdeen City
S12000033,w/c 2020-03-16,Count,Deaths,47,All,All,All causes,All,Aberdeen City
S12000033,w/c 2020-02-10,Count,Deaths,41,All,All,All causes,All,Aberdeen City
S12000033,2020,Count,Deaths,296,All,All,All causes,Care Home,Aberdeen City
S12000033,w/c 2020-05-18,Count,Deaths,13,All,All,COVID-19 related,All,Aberdeen City
S12000033,w/c 2020-06-08,Count,Deaths,35,All,All,All causes,All,Aberdeen City
S12000033,2020,Count,Deaths,0,All,All,COVID-19 related,Other institution,Aberdeen City
S12000033,w/c 2020-01-27,Count,Deaths,49,All,All,All causes,All,Aberdeen City
S12000033,2020,Count,Deaths,0,All,All,All causes,Other institution,Aberdeen City
S12000033,2020,Count,Deaths,6,All,All,COVID-19 related,Home / Non-institution,Aberdeen City
S12000033,w/c 2020-03-16,Count,Deaths,1,All,All,COVID-19 related,All,Aberdeen City
S12000033,w/c 2020-06-08,Count,Deaths,5,All,All,COVID-19 related,All,Aberdeen City
S12000033,w/c 2020-02-03,Count,Deaths,47,All,All,All causes,All,Aberdeen City
S12000033,w/c 2020-03-23,Count,Deaths,0,All,All,COVID-19 related,All,Aberdeen City
S12000033,w/c 2020-05-25,Count,Deaths,49,All,All,All causes,All,Aberdeen City
S12000033,w/c 2020-03-30,Count,Deaths,62,All,All,All causes,All,Aberdeen City
S12000033,2020,Count,Deaths,54,All,All,COVID-19 related,Hospital,Aberdeen City
S12000033,w/c 2020-04-20,Count,Deaths,45,All,All,All causes,All,Aberdeen City
S12000033,w/c 2020-04-27,Count,Deaths,15,All,All,COVID-19 related,All,Aberdeen City
S12000033,w/c 2020-02-17,Count,Deaths,49,All,All,All causes,All,Aberdeen City
S12000033,w/c 2020-06-01,Count,Deaths,45,All,All,All causes,All,Aberdeen City
S12000033,w/c 2020-04-06,Count,Deaths,56,All,All,All causes,All,Aberdeen City
S12000033,w/c 2019-12-30,Count,Deaths,38,All,All,All causes,All,Aberdeen City
S12000033,w/c 2020-04-20,Count,Deaths,15,All,All,COVID-19 related,All,Aberdeen City
S12000033,w/c 2020-02-24,Count,Deaths,50,All,All,All causes,All,Aberdeen City
S12000033,w/c 2020-01-13,Count,Deaths,46,All,All,All causes,All,Aberdeen City
S12000033,w/c 2020-01-20,Count,Deaths,39,All,All,All causes,All,Aberdeen City
S12000033,w/c 2020-04-27,Count,Deaths,56,All,All,All causes,All,Aberdeen City
S12000033,2020,Count,Deaths,1137,All,All,All causes,All,Aberdeen City
S12000034,w/c 2020-04-13,Count,Deaths,76,All,All,All causes,All,Aberdeenshire
S12000034,w/c 2020-01-27,Count,Deaths,45,All,All,All causes,All,Aberdeenshire
S12000034,2020,Count,Deaths,554,All,All,All causes,Hospital,Aberdeenshire
S12000034,2020,Count,Deaths,394,All,All,All causes,Home / Non-institution,Aberdeenshire
S12000034,w/c 2020-06-01,Count,Deaths,0,All,All,COVID-19 related,All,Aberdeenshire
S12000034,2020,Count,Deaths,1336,All,All,All causes,All,Aberdeenshire
S12000034,w/c 2020-04-27,Count,Deaths,13,All,All,COVID-19 related,All,Aberdeenshire
S12000034,w/c 2020-03-23,Count,Deaths,53,All,All,All causes,All,Aberdeenshire
S12000034,2020,Count,Deaths,56,All,All,COVID-19 related,Care Home,Aberdeenshire
S12000034,w/c 2020-04-20,Count,Deaths,23,All,All,COVID-19 related,All,Aberdeenshire
S12000034,w/c 2019-12-30,Count,Deaths,48,All,All,All causes,All,Aberdeenshire
S12000034,2020,Count,Deaths,0,All,All,COVID-19 related,Other institution,Aberdeenshire
S12000034,w/c 2020-06-01,Count,Deaths,42,All,All,All causes,All,Aberdeenshire
S12000034,w/c 2020-01-13,Count,Deaths,56,All,All,All causes,All,Aberdeenshire
S12000034,w/c 2020-05-18,Count,Deaths,3,All,All,COVID-19 related,All,Aberdeenshire
S12000034,w/c 2020-03-23,Count,Deaths,1,All,All,COVID-19 related,All,Aberdeenshire
S12000034,w/c 2020-06-08,Count,Deaths,41,All,All,All causes,All,Aberdeenshire
S12000034,2020,Count,Deaths,386,All,All,All causes,Care Home,Aberdeenshire
S12000034,w/c 2020-05-11,Count,Deaths,53,All,All,All causes,All,Aberdeenshire
S12000034,w/c 2020-05-18,Count,Deaths,32,All,All,All causes,All,Aberdeenshire
S12000034,w/c 2020-03-09,Count,Deaths,64,All,All,All causes,All,Aberdeenshire
S12000034,w/c 2020-03-02,Count,Deaths,31,All,All,All causes,All,Aberdeenshire
S12000034,w/c 2020-04-27,Count,Deaths,69,All,All,All causes,All,Aberdeenshire
S12000034,w/c 2020-04-06,Count,Deaths,85,All,All,All causes,All,Aberdeenshire
S12000034,w/c 2020-05-25,Count,Deaths,34,All,All,All causes,All,Aberdeenshire
S12000034,w/c 2020-05-04,Count,Deaths,63,All,All,All causes,All,Aberdeenshire
S12000034,w/c 2020-02-10,Count,Deaths,60,All,All,All causes,All,Aberdeenshire
S12000034,2020,Count,Deaths,2,All,All,All causes,Other institution,Aberdeenshire
S12000034,2020,Count,Deaths,41,All,All,COVID-19 related,Hospital,Aberdeenshire
S12000034,w/c 2020-04-20,Count,Deaths,84,All,All,All causes,All,Aberdeenshire
S12000034,w/c 2020-05-25,Count,Deaths,1,All,All,COVID-19 related,All,Aberdeenshire
S12000034,w/c 2020-03-16,Count,Deaths,1,All,All,COVID-19 related,All,Aberdeenshire
S12000034,w/c 2020-03-30,Count,Deaths,54,All,All,All causes,All,Aberdeenshire
S12000034,w/c 2020-04-13,Count,Deaths,25,All,All,COVID-19 related,All,Aberdeenshire
S12000034,w/c 2020-01-06,Count,Deaths,69,All,All,All causes,All,Aberdeenshire
S12000034,w/c 2020-05-04,Count,Deaths,11,All,All,COVID-19 related,All,Aberdeenshire
S12000034,w/c 2020-04-06,Count,Deaths,21,All,All,COVID-19 related,All,Aberdeenshire
S12000034,w/c 2020-03-30,Count,Deaths,4,All,All,COVID-19 related,All,Aberdeenshire
S12000034,w/c 2020-02-24,Count,Deaths,47,All,All,All causes,All,Aberdeenshire
S12000034,w/c 2020-02-17,Count,Deaths,63,All,All,All causes,All,Aberdeenshire
S12000034,w/c 2020-05-11,Count,Deaths,8,All,All,COVID-19 related,All,Aberdeenshire
S12000034,2020,Count,Deaths,111,All,All,COVID-19 related,All,Aberdeenshire
S12000034,w/c 2020-01-20,Count,Deaths,55,All,All,All causes,All,Aberdeenshire
S12000034,w/c 2020-03-16,Count,Deaths,58,All,All,All causes,All,Aberdeenshire
S12000034,w/c 2020-02-03,Count,Deaths,54,All,All,All causes,All,Aberdeenshire
S12000034,2020,Count,Deaths,14,All,All,COVID-19 related,Home / Non-institution,Aberdeenshire
S12000034,w/c 2020-06-08,Count,Deaths,0,All,All,COVID-19 related,All,Aberdeenshire
S12000035,w/c 2020-06-08,Count,Deaths,0,All,All,COVID-19 related,All,Argyll and Bute
S12000035,w/c 2020-03-23,Count,Deaths,5,All,All,COVID-19 related,All,Argyll and Bute
S12000035,2020,Count,Deaths,64,All,All,COVID-19 related,All,Argyll and Bute
S12000035,w/c 2020-06-01,Count,Deaths,0,All,All,COVID-19 related,All,Argyll and Bute
S12000035,w/c 2020-02-24,Count,Deaths,15,All,All,All causes,All,Argyll and Bute
S12000035,2020,Count,Deaths,125,All,All,All causes,Care Home,Argyll and Bute
S12000035,2020,Count,Deaths,33,All,All,COVID-19 related,Hospital,Argyll and Bute
S12000035,w/c 2020-03-16,Count,Deaths,0,All,All,COVID-19 related,All,Argyll and Bute
S12000035,w/c 2020-05-25,Count,Deaths,3,All,All,COVID-19 related,All,Argyll and Bute
S12000035,w/c 2020-01-27,Count,Deaths,23,All,All,All causes,All,Argyll and Bute
S12000035,w/c 2020-01-13,Count,Deaths,30,All,All,All causes,All,Argyll and Bute
S12000035,w/c 2020-03-23,Count,Deaths,29,All,All,All causes,All,Argyll and Bute
S12000035,w/c 2020-04-13,Count,Deaths,41,All,All,All causes,All,Argyll and Bute
S12000035,2020,Count,Deaths,8,All,All,COVID-19 related,Home / Non-institution,Argyll and Bute
S12000035,w/c 2020-06-01,Count,Deaths,21,All,All,All causes,All,Argyll and Bute
S12000035,w/c 2020-03-16,Count,Deaths,16,All,All,All causes,All,Argyll and Bute
S12000035,w/c 2020-05-18,Count,Deaths,2,All,All,COVID-19 related,All,Argyll and Bute
S12000035,w/c 2020-03-30,Count,Deaths,4,All,All,COVID-19 related,All,Argyll and Bute
S12000035,w/c 2020-03-30,Count,Deaths,34,All,All,All causes,All,Argyll and Bute
S12000035,w/c 2020-02-17,Count,Deaths,17,All,All,All causes,All,Argyll and Bute
S12000035,w/c 2020-04-20,Count,Deaths,14,All,All,COVID-19 related,All,Argyll and Bute
S12000035,w/c 2020-03-09,Count,Deaths,23,All,All,All causes,All,Argyll and Bute
S12000035,2020,Count,Deaths,23,All,All,COVID-19 related,Care Home,Argyll and Bute
S12000035,2020,Count,Deaths,238,All,All,All causes,Hospital,Argyll and Bute
S12000035,w/c 2020-04-06,Count,Deaths,7,All,All,COVID-19 related,All,Argyll and Bute
S12000035,2020,Count,Deaths,239,All,All,All causes,Home / Non-institution,Argyll and Bute
S12000035,2020,Count,Deaths,0,All,All,COVID-19 related,Other institution,Argyll and Bute
S12000035,2020,Count,Deaths,602,All,All,All causes,All,Argyll and Bute
S12000035,w/c 2020-02-03,Count,Deaths,25,All,All,All causes,All,Argyll and Bute
S12000035,w/c 2020-05-04,Count,Deaths,3,All,All,COVID-19 related,All,Argyll and Bute
S12000035,w/c 2020-04-06,Count,Deaths,29,All,All,All causes,All,Argyll and Bute
S12000035,w/c 2020-04-20,Count,Deaths,35,All,All,All causes,All,Argyll and Bute
S12000035,w/c 2020-05-04,Count,Deaths,24,All,All,All causes,All,Argyll and Bute
S12000035,w/c 2020-04-13,Count,Deaths,12,All,All,COVID-19 related,All,Argyll and Bute
S12000035,w/c 2019-12-30,Count,Deaths,16,All,All,All causes,All,Argyll and Bute
S12000035,w/c 2020-01-20,Count,Deaths,25,All,All,All causes,All,Argyll and Bute
S12000035,w/c 2020-05-18,Count,Deaths,20,All,All,All causes,All,Argyll and Bute
S12000035,w/c 2020-05-11,Count,Deaths,26,All,All,All causes,All,Argyll and Bute
S12000035,w/c 2020-05-25,Count,Deaths,20,All,All,All causes,All,Argyll and Bute
S12000035,w/c 2020-04-27,Count,Deaths,13,All,All,COVID-19 related,All,Argyll and Bute
S12000035,w/c 2020-02-10,Count,Deaths,26,All,All,All causes,All,Argyll and Bute
S12000035,w/c 2020-03-02,Count,Deaths,22,All,All,All causes,All,Argyll and Bute
S12000035,w/c 2020-06-08,Count,Deaths,19,All,All,All causes,All,Argyll and Bute
S12000035,w/c 2020-04-27,Count,Deaths,31,All,All,All causes,All,Argyll and Bute
S12000035,w/c 2020-05-11,Count,Deaths,1,All,All,COVID-19 related,All,Argyll and Bute
S12000035,w/c 2020-01-06,Count,Deaths,35,All,All,All causes,All,Argyll and Bute
S12000035,2020,Count,Deaths,0,All,All,All causes,Other institution,Argyll and Bute
S12000036,2020,Count,Deaths,675,All,All,All causes,Home / Non-institution,City of Edinburgh
S12000036,w/c 2020-04-13,Count,Deaths,158,All,All,All causes,All,City of Edinburgh
S12000036,w/c 2020-06-01,Count,Deaths,84,All,All,All causes,All,City of Edinburgh
S12000036,2020,Count,Deaths,413,All,All,COVID-19 related,All,City of Edinburgh
S12000036,w/c 2020-05-04,Count,Deaths,43,All,All,COVID-19 related,All,City of Edinburgh
S12000036,w/c 2020-02-24,Count,Deaths,91,All,All,All causes,All,City of Edinburgh
S12000036,w/c 2020-06-08,Count,Deaths,6,All,All,COVID-19 related,All,City of Edinburgh
S12000036,w/c 2020-02-10,Count,Deaths,88,All,All,All causes,All,City of Edinburgh
S12000036,w/c 2020-01-27,Count,Deaths,77,All,All,All causes,All,City of Edinburgh
S12000036,w/c 2020-05-25,Count,Deaths,13,All,All,COVID-19 related,All,City of Edinburgh
S12000036,w/c 2020-01-06,Count,Deaths,107,All,All,All causes,All,City of Edinburgh
S12000036,2020,Count,Deaths,2560,All,All,All causes,All,City of Edinburgh
S12000036,w/c 2020-03-02,Count,Deaths,102,All,All,All causes,All,City of Edinburgh
S12000036,w/c 2020-01-13,Count,Deaths,86,All,All,All causes,All,City of Edinburgh
S12000036,w/c 2020-03-09,Count,Deaths,106,All,All,All causes,All,City of Edinburgh
S12000036,w/c 2020-03-30,Count,Deaths,17,All,All,COVID-19 related,All,City of Edinburgh
S12000036,w/c 2019-12-30,Count,Deaths,87,All,All,All causes,All,City of Edinburgh
S12000036,2020,Count,Deaths,150,All,All,COVID-19 related,Hospital,City of Edinburgh
S12000036,w/c 2020-05-11,Count,Deaths,39,All,All,COVID-19 related,All,City of Edinburgh
S12000036,w/c 2020-04-27,Count,Deaths,61,All,All,COVID-19 related,All,City of Edinburgh
S12000036,w/c 2020-05-18,Count,Deaths,115,All,All,All causes,All,City of Edinburgh
S12000036,w/c 2020-03-16,Count,Deaths,93,All,All,All causes,All,City of Edinburgh
S12000036,w/c 2020-05-04,Count,Deaths,114,All,All,All causes,All,City of Edinburgh
S12000036,w/c 2020-02-17,Count,Deaths,82,All,All,All causes,All,City of Edinburgh
S12000036,w/c 2020-04-20,Count,Deaths,71,All,All,COVID-19 related,All,City of Edinburgh
S12000036,w/c 2020-04-27,Count,Deaths,154,All,All,All causes,All,City of Edinburgh
S12000036,w/c 2020-02-03,Count,Deaths,106,All,All,All causes,All,City of Edinburgh
S12000036,w/c 2020-04-06,Count,Deaths,174,All,All,All causes,All,City of Edinburgh
S12000036,w/c 2020-03-23,Count,Deaths,3,All,All,COVID-19 related,All,City of Edinburgh
S12000036,w/c 2020-03-23,Count,Deaths,83,All,All,All causes,All,City of Edinburgh
S12000036,2020,Count,Deaths,0,All,All,All causes,Other institution,City of Edinburgh
S12000036,w/c 2020-03-16,Count,Deaths,1,All,All,COVID-19 related,All,City of Edinburgh
S12000036,w/c 2020-04-20,Count,Deaths,152,All,All,All causes,All,City of Edinburgh
S12000036,2020,Count,Deaths,246,All,All,COVID-19 related,Care Home,City of Edinburgh
S12000036,2020,Count,Deaths,17,All,All,COVID-19 related,Home / Non-institution,City of Edinburgh
S12000036,w/c 2020-04-06,Count,Deaths,61,All,All,COVID-19 related,All,City of Edinburgh
S12000036,w/c 2020-05-25,Count,Deaths,83,All,All,All causes,All,City of Edinburgh
S12000036,w/c 2020-01-20,Count,Deaths,89,All,All,All causes,All,City of Edinburgh
S12000036,w/c 2020-04-13,Count,Deaths,64,All,All,COVID-19 related,All,City of Edinburgh
S12000036,w/c 2020-03-30,Count,Deaths,124,All,All,All causes,All,City of Edinburgh
S12000036,2020,Count,Deaths,0,All,All,COVID-19 related,Other institution,City of Edinburgh
S12000036,w/c 2020-06-01,Count,Deaths,8,All,All,COVID-19 related,All,City of Edinburgh
S12000036,w/c 2020-06-08,Count,Deaths,71,All,All,All causes,All,City of Edinburgh
S12000036,w/c 2020-05-18,Count,Deaths,26,All,All,COVID-19 related,All,City of Edinburgh
S12000036,2020,Count,Deaths,889,All,All,All causes,Care Home,City of Edinburgh
S12000036,2020,Count,Deaths,996,All,All,All causes,Hospital,City of Edinburgh
S12000036,w/c 2020-05-11,Count,Deaths,134,All,All,All causes,All,City of Edinburgh
S12000038,2020,Count,Deaths,1200,All,All,All causes,All,Renfrewshire
S12000038,w/c 2020-05-11,Count,Deaths,17,All,All,COVID-19 related,All,Renfrewshire
S12000038,w/c 2020-03-30,Count,Deaths,75,All,All,All causes,All,Renfrewshire
S12000038,w/c 2020-03-16,Count,Deaths,44,All,All,All causes,All,Renfrewshire
S12000038,2020,Count,Deaths,0,All,All,COVID-19 related,Other institution,Renfrewshire
S12000038,w/c 2019-12-30,Count,Deaths,43,All,All,All causes,All,Renfrewshire
S12000038,2020,Count,Deaths,5,All,All,All causes,Other institution,Renfrewshire
S12000038,w/c 2020-01-13,Count,Deaths,46,All,All,All causes,All,Renfrewshire
S12000038,w/c 2020-03-02,Count,Deaths,43,All,All,All causes,All,Renfrewshire
S12000038,w/c 2020-04-13,Count,Deaths,81,All,All,All causes,All,Renfrewshire
S12000038,w/c 2020-06-08,Count,Deaths,3,All,All,COVID-19 related,All,Renfrewshire
S12000038,w/c 2020-05-04,Count,Deaths,11,All,All,COVID-19 related,All,Renfrewshire
S12000038,w/c 2020-05-04,Count,Deaths,53,All,All,All causes,All,Renfrewshire
S12000038,2020,Count,Deaths,392,All,All,All causes,Care Home,Renfrewshire
S12000038,2020,Count,Deaths,471,All,All,All causes,Hospital,Renfrewshire
S12000038,w/c 2020-03-16,Count,Deaths,2,All,All,COVID-19 related,All,Renfrewshire
S12000038,w/c 2020-03-23,Count,Deaths,26,All,All,All causes,All,Renfrewshire
S12000038,w/c 2020-03-30,Count,Deaths,15,All,All,COVID-19 related,All,Renfrewshire
S12000038,2020,Count,Deaths,332,All,All,All causes,Home / Non-institution,Renfrewshire
S12000038,2020,Count,Deaths,94,All,All,COVID-19 related,Hospital,Renfrewshire
S12000038,w/c 2020-04-20,Count,Deaths,40,All,All,COVID-19 related,All,Renfrewshire
S12000038,w/c 2020-04-20,Count,Deaths,97,All,All,All causes,All,Renfrewshire
S12000038,w/c 2020-06-01,Count,Deaths,4,All,All,COVID-19 related,All,Renfrewshire
S12000038,w/c 2020-04-27,Count,Deaths,75,All,All,All causes,All,Renfrewshire
S12000038,w/c 2020-02-10,Count,Deaths,39,All,All,All causes,All,Renfrewshire
S12000038,w/c 2020-05-11,Count,Deaths,61,All,All,All causes,All,Renfrewshire
S12000038,w/c 2020-06-01,Count,Deaths,39,All,All,All causes,All,Renfrewshire
S12000038,w/c 2020-03-23,Count,Deaths,0,All,All,COVID-19 related,All,Renfrewshire
S12000038,w/c 2020-06-08,Count,Deaths,31,All,All,All causes,All,Renfrewshire
S12000038,2020,Count,Deaths,98,All,All,COVID-19 related,Care Home,Renfrewshire
S12000038,w/c 2020-04-13,Count,Deaths,33,All,All,COVID-19 related,All,Renfrewshire
S12000038,w/c 2020-02-17,Count,Deaths,41,All,All,All causes,All,Renfrewshire
S12000038,w/c 2020-01-27,Count,Deaths,33,All,All,All causes,All,Renfrewshire
S12000038,w/c 2020-05-18,Count,Deaths,13,All,All,COVID-19 related,All,Renfrewshire
S12000038,w/c 2020-02-03,Count,Deaths,35,All,All,All causes,All,Renfrewshire
S12000038,w/c 2020-05-18,Count,Deaths,50,All,All,All causes,All,Renfrewshire
S12000038,w/c 2020-04-06,Count,Deaths,71,All,All,All causes,All,Renfrewshire
S12000038,w/c 2020-01-06,Count,Deaths,55,All,All,All causes,All,Renfrewshire
S12000038,w/c 2020-04-27,Count,Deaths,33,All,All,COVID-19 related,All,Renfrewshire
S12000038,w/c 2020-05-25,Count,Deaths,4,All,All,COVID-19 related,All,Renfrewshire
S12000038,2020,Count,Deaths,9,All,All,COVID-19 related,Home / Non-institution,Renfrewshire
S12000038,w/c 2020-02-24,Count,Deaths,37,All,All,All causes,All,Renfrewshire
S12000038,w/c 2020-03-09,Count,Deaths,40,All,All,All causes,All,Renfrewshire
S12000038,w/c 2020-04-06,Count,Deaths,26,All,All,COVID-19 related,All,Renfrewshire
S12000038,w/c 2020-01-20,Count,Deaths,43,All,All,All causes,All,Renfrewshire
S12000038,2020,Count,Deaths,201,All,All,COVID-19 related,All,Renfrewshire
S12000038,w/c 2020-05-25,Count,Deaths,42,All,All,All causes,All,Renfrewshire
S12000041,2020,Count,Deaths,291,All,All,All causes,Hospital,Angus
S12000041,w/c 2020-04-06,Count,Deaths,42,All,All,All causes,All,Angus
S12000041,w/c 2020-03-02,Count,Deaths,23,All,All,All causes,All,Angus
S12000041,2020,Count,Deaths,6,All,All,COVID-19 related,Home / Non-institution,Angus
S12000041,w/c 2020-02-10,Count,Deaths,26,All,All,All causes,All,Angus
S12000041,w/c 2020-05-11,Count,Deaths,28,All,All,All causes,All,Angus
S12000041,w/c 2020-01-06,Count,Deaths,34,All,All,All causes,All,Angus
S12000041,w/c 2020-04-06,Count,Deaths,8,All,All,COVID-19 related,All,Angus
S12000041,2020,Count,Deaths,0,All,All,COVID-19 related,Other institution,Angus
S12000041,2020,Count,Deaths,50,All,All,COVID-19 related,Care Home,Angus
S12000041,w/c 2020-03-16,Count,Deaths,33,All,All,All causes,All,Angus
S12000041,w/c 2020-01-13,Count,Deaths,29,All,All,All causes,All,Angus
S12000041,w/c 2020-05-25,Count,Deaths,4,All,All,COVID-19 related,All,Angus
S12000041,2020,Count,Deaths,75,All,All,COVID-19 related,All,Angus
S12000041,w/c 2020-05-04,Count,Deaths,5,All,All,COVID-19 related,All,Angus
S12000041,2020,Count,Deaths,19,All,All,COVID-19 related,Hospital,Angus
S12000041,w/c 2020-04-27,Count,Deaths,34,All,All,All causes,All,Angus
S12000041,w/c 2020-05-04,Count,Deaths,26,All,All,All causes,All,Angus
S12000041,w/c 2020-04-20,Count,Deaths,50,All,All,All causes,All,Angus
S12000041,w/c 2020-06-08,Count,Deaths,3,All,All,COVID-19 related,All,Angus
S12000041,w/c 2020-04-27,Count,Deaths,7,All,All,COVID-19 related,All,Angus
S12000041,w/c 2020-05-11,Count,Deaths,5,All,All,COVID-19 related,All,Angus
S12000041,w/c 2020-03-16,Count,Deaths,0,All,All,COVID-19 related,All,Angus
S12000041,w/c 2020-03-30,Count,Deaths,37,All,All,All causes,All,Angus
S12000041,w/c 2020-04-20,Count,Deaths,19,All,All,COVID-19 related,All,Angus
S12000041,w/c 2020-06-01,Count,Deaths,6,All,All,COVID-19 related,All,Angus
