Generated by http://statistics.gov.scot,2020-08-13T13:48:30+00:00
http://statistics.gov.scot/data/business-stocks-and-sites,Business Stocks and Sites
Reference Period,2017
Business Estimates,Sites
Industry Sector (SIC 07),Accommodation and Food Services (Section I)
Number Of Employees,All employees
Measure (cell values): ,Count(Sites)

,,http://statistics.gov.scot/def/measure-properties/count
http://statistics.gov.scot/id/statistical-geography/S02002234,Letham,5
http://statistics.gov.scot/id/statistical-geography/S02001363,Letham and Glamis,10
http://statistics.gov.scot/id/statistical-geography/S02001838,Leuchars and Guardbridge,5
http://statistics.gov.scot/id/statistical-geography/S02001817,Leven East,20
http://statistics.gov.scot/id/statistical-geography/S02001819,Leven North,0
http://statistics.gov.scot/id/statistical-geography/S02001818,Leven West,0
http://statistics.gov.scot/id/statistical-geography/S02002083,"Lhanbryde, Urquhart, Pitgavney and seaward",0
http://statistics.gov.scot/id/statistical-geography/S02001606,Liberton East,5
http://statistics.gov.scot/id/statistical-geography/S02001607,Liberton West and Braid Hills,5
http://statistics.gov.scot/id/statistical-geography/S02001464,Linlathen and Midcraigie,15
http://statistics.gov.scot/id/statistical-geography/S02002508,Linlithgow Bridge,25
http://statistics.gov.scot/id/statistical-geography/S02002509,Linlithgow North,5
http://statistics.gov.scot/id/statistical-geography/S02002507,Linlithgow South,5
http://statistics.gov.scot/id/statistical-geography/S02002288,Linwood North,0
http://statistics.gov.scot/id/statistical-geography/S02002287,Linwood South,10
http://statistics.gov.scot/id/statistical-geography/S02002388,Little Earnock,5
http://statistics.gov.scot/id/statistical-geography/S02002489,Livingston Village and Eliburn South,5
http://statistics.gov.scot/id/statistical-geography/S02002059,Loanhead,15
http://statistics.gov.scot/id/statistical-geography/S02001374,Loch Awe,20
http://statistics.gov.scot/id/statistical-geography/S02002006,Loch Ness,50
http://statistics.gov.scot/id/statistical-geography/S02001981,Lochaber East and North,65
http://statistics.gov.scot/id/statistical-geography/S02001978,Lochaber West,65
http://statistics.gov.scot/id/statistical-geography/S02002007,Lochalsh,30
http://statistics.gov.scot/id/statistical-geography/S02001432,Locharbriggs,0
http://statistics.gov.scot/id/statistical-geography/S02001473,Lochee,15
http://statistics.gov.scot/id/statistical-geography/S02001777,Lochgelly East,10
http://statistics.gov.scot/id/statistical-geography/S02001778,Lochgelly West and Lumphinnans,0
http://statistics.gov.scot/id/statistical-geography/S02001435,Lochmaben,5
http://statistics.gov.scot/id/statistical-geography/S02001774,Lochore and Crosshill,5
http://statistics.gov.scot/id/statistical-geography/S02001423,Lochside and Lincluden,5
http://statistics.gov.scot/id/statistical-geography/S02002343,"Lochside, Braehead and Whitletts",5
http://statistics.gov.scot/id/statistical-geography/S02002254,Lochwinnoch,10
http://statistics.gov.scot/id/statistical-geography/S02001436,Lockerbie,20
http://statistics.gov.scot/id/statistical-geography/S02001447,Logie and Blackness,5
http://statistics.gov.scot/id/statistical-geography/S02001392,Lomond Shore,15
http://statistics.gov.scot/id/statistical-geography/S02001338,Longside and Rattray,5
http://statistics.gov.scot/id/statistical-geography/S02001588,Longstone and Saughton,5
http://statistics.gov.scot/id/statistical-geography/S02002090,Lossiemouth East and Seatown,15
http://statistics.gov.scot/id/statistical-geography/S02002091,Lossiemouth West,10
http://statistics.gov.scot/id/statistical-geography/S02002393,Low Blantyre and Bardykes,5
http://statistics.gov.scot/id/statistical-geography/S02002382,Low Waters,10
http://statistics.gov.scot/id/statistical-geography/S02002041,"Lower Bow and Larkfield, Fancy Farm, Mallard Bowl",0
http://statistics.gov.scot/id/statistical-geography/S02001573,Lower Whitecraigs and South Giffnock,5
http://statistics.gov.scot/id/statistical-geography/S02001356,Lunan,5
http://statistics.gov.scot/id/statistical-geography/S02002251,Luncarty and Dunkeld,25
http://statistics.gov.scot/id/statistical-geography/S02001327,Macduff,10
http://statistics.gov.scot/id/statistical-geography/S02001410,Machars North,5
http://statistics.gov.scot/id/statistical-geography/S02001411,Machars South,20
http://statistics.gov.scot/id/statistical-geography/S02001726,Maddiston and Rumford,5
http://statistics.gov.scot/id/statistical-geography/S02001613,Marchmont East and Sciennes,15
http://statistics.gov.scot/id/statistical-geography/S02001614,Marchmont West,5
http://statistics.gov.scot/id/statistical-geography/S02001811,Markinch and Star,5
http://statistics.gov.scot/id/statistical-geography/S02001947,Maryhill East,0
http://statistics.gov.scot/id/statistical-geography/S02001948,Maryhill West,10
http://statistics.gov.scot/id/statistical-geography/S02001270,Mastrick,5
http://statistics.gov.scot/id/statistical-geography/S02001480,Mauchline,10
http://statistics.gov.scot/id/statistical-geography/S02001478,Mauchline Rural,5
http://statistics.gov.scot/id/statistical-geography/S02001869,Maxwell Park,5
http://statistics.gov.scot/id/statistical-geography/S02002332,Maybole,10
http://statistics.gov.scot/id/statistical-geography/S02002069,Mayfield,5
http://statistics.gov.scot/id/statistical-geography/S02001625,Meadowbank and Abbeyhill North,10
http://statistics.gov.scot/id/statistical-geography/S02001621,Meadows and Southside,70
http://statistics.gov.scot/id/statistical-geography/S02001289,Mearns North and Inverbervie,15
http://statistics.gov.scot/id/statistical-geography/S02001288,Mearns South and Benholm,10
http://statistics.gov.scot/id/statistical-geography/S02001562,"Mearns Village, Westacres and Greenfarm",10
http://statistics.gov.scot/id/statistical-geography/S02001287,Mearns and Laurencekirk,10
http://statistics.gov.scot/id/statistical-geography/S02001564,Mearnskirk and South Kirkhill,5
http://statistics.gov.scot/id/statistical-geography/S02002301,Melrose and Tweedbank Area,15
http://statistics.gov.scot/id/statistical-geography/S02001395,Menstrie,5
http://statistics.gov.scot/id/statistical-geography/S02001471,Menzieshill,10
http://statistics.gov.scot/id/statistical-geography/S02001616,Merchiston and Greenhill,20
http://statistics.gov.scot/id/statistical-geography/S02001572,Merrylee and Braidbar,5
http://statistics.gov.scot/id/statistical-geography/S02001877,Merrylee and Millbrae,0
http://statistics.gov.scot/id/statistical-geography/S02002372,Merryton and Meadowhill,5
http://statistics.gov.scot/id/statistical-geography/S02001816,Methil East,5
http://statistics.gov.scot/id/statistical-geography/S02001814,Methil Methilhill,5
http://statistics.gov.scot/id/statistical-geography/S02001815,Methil West,5
http://statistics.gov.scot/id/statistical-geography/S02001375,Mid Argyll,25
http://statistics.gov.scot/id/statistical-geography/S02002484,Mid Calder and Kirknewton,10
http://statistics.gov.scot/id/statistical-geography/S02001421,Mid Nithsdale,10
http://statistics.gov.scot/id/statistical-geography/S02001245,Midstocket,5
http://statistics.gov.scot/id/statistical-geography/S02002221,Milnathort and Crook of Devon,5
http://statistics.gov.scot/id/statistical-geography/S02002161,Milnwood,10
http://statistics.gov.scot/id/statistical-geography/S02001944,Milton East,0
http://statistics.gov.scot/id/statistical-geography/S02001943,Milton West,10
http://statistics.gov.scot/id/statistical-geography/S02001532,Milton of Campsie,0
http://statistics.gov.scot/id/statistical-geography/S02001331,Mintlaw,10
http://statistics.gov.scot/id/statistical-geography/S02001437,Moffat,20
http://statistics.gov.scot/id/statistical-geography/S02002230,Moncrieffe and Friarton,10
http://statistics.gov.scot/id/statistical-geography/S02001347,Monifieth East,15
http://statistics.gov.scot/id/statistical-geography/S02001346,Monifieth West,0
http://statistics.gov.scot/id/statistical-geography/S02001345,Monikie,10
http://statistics.gov.scot/id/statistical-geography/S02001358,Montrose North,10
http://statistics.gov.scot/id/statistical-geography/S02001357,Montrose South,35
http://statistics.gov.scot/id/statistical-geography/S02002197,Moodiesburn East,5
http://statistics.gov.scot/id/statistical-geography/S02002196,Moodiesburn West,5
http://statistics.gov.scot/id/statistical-geography/S02001605,Moredun and Craigour,5
http://statistics.gov.scot/id/statistical-geography/S02001615,Morningside,20
http://statistics.gov.scot/id/statistical-geography/S02001594,Morningside and Craighouse,10
http://statistics.gov.scot/id/statistical-geography/S02001601,Mortonhall and Anwickhill,5
http://statistics.gov.scot/id/statistical-geography/S02002428,Mossneuk and Newlandsmuir,0
http://statistics.gov.scot/id/statistical-geography/S02001858,Mosspark,5
http://statistics.gov.scot/id/statistical-geography/S02002080,"Mosstodloch, Portgordon and seaward",0
http://statistics.gov.scot/id/statistical-geography/S02002158,Motherwell North,5
http://statistics.gov.scot/id/statistical-geography/S02002155,Motherwell South,50
http://statistics.gov.scot/id/statistical-geography/S02002157,Motherwell West,0
http://statistics.gov.scot/id/statistical-geography/S02001887,Mount Florida,15
http://statistics.gov.scot/id/statistical-geography/S02001899,Mount Vernon North and Sandyhills,0
http://statistics.gov.scot/id/statistical-geography/S02001634,Mountcastle,5
http://statistics.gov.scot/id/statistical-geography/S02002015,Muir of Ord,10
http://statistics.gov.scot/id/statistical-geography/S02001878,Muirend and Old Cathcart,5
http://statistics.gov.scot/id/statistical-geography/S02002351,Muirhead,5
http://statistics.gov.scot/id/statistical-geography/S02001671,Muirhouse,5
http://statistics.gov.scot/id/statistical-geography/S02002137,Muirhouse,5
http://statistics.gov.scot/id/statistical-geography/S02002138,Muirhouse and Knowetop,20
http://statistics.gov.scot/id/statistical-geography/S02002237,Muirton,5
http://statistics.gov.scot/id/statistical-geography/S02001370,"Mull, Iona, Coll and Tiree",45
http://statistics.gov.scot/id/statistical-geography/S02001584,Murrayburn and Wester Hailes North,0
http://statistics.gov.scot/id/statistical-geography/S02001662,Murrayfield and Ravelston,10
http://statistics.gov.scot/id/statistical-geography/S02002222,"Muthill, Greenloaning and Gleneagles",10
http://statistics.gov.scot/id/statistical-geography/S02001986,Nairn East,20
http://statistics.gov.scot/id/statistical-geography/S02001985,Nairn Rural,15
http://statistics.gov.scot/id/statistical-geography/S02001987,Nairn West,15
http://statistics.gov.scot/id/statistical-geography/S02001556,Neilston and Uplawmoor,10
http://statistics.gov.scot/id/statistical-geography/S02002416,Nerston and EK Landward Area,15
http://statistics.gov.scot/id/statistical-geography/S02001571,Netherlee,5
http://statistics.gov.scot/id/statistical-geography/S02002136,Netherton and Kirkhill,5
http://statistics.gov.scot/id/statistical-geography/S02001426,New Abbey,15
http://statistics.gov.scot/id/statistical-geography/S02001482,New Cumnock,5
http://statistics.gov.scot/id/statistical-geography/S02002085,New Elgin East,5
http://statistics.gov.scot/id/statistical-geography/S02002086,New Elgin West,5
http://statistics.gov.scot/id/statistical-geography/S02001497,New Farm Loch South,0
http://statistics.gov.scot/id/statistical-geography/S02001329,New Pitsligo,10
http://statistics.gov.scot/id/statistical-geography/S02001655,New Town East and Gayfield,30
http://statistics.gov.scot/id/statistical-geography/S02001656,New Town West,95
http://statistics.gov.scot/id/statistical-geography/S02002151,Newarthill,5
http://statistics.gov.scot/id/statistical-geography/S02002062,Newbattle and Dalhousie,10
http://statistics.gov.scot/id/statistical-geography/S02001825,Newburgh,5
http://statistics.gov.scot/id/statistical-geography/S02001611,Newington and Dalkeith Road,30
http://statistics.gov.scot/id/statistical-geography/S02001876,Newlands,10
http://statistics.gov.scot/id/statistical-geography/S02001311,Newmachar and Fintray,5
http://statistics.gov.scot/id/statistical-geography/S02002145,Newmains,15
http://statistics.gov.scot/id/statistical-geography/S02001490,Newmilns,5
http://statistics.gov.scot/id/statistical-geography/S02001841,Newport and Wormit,5
http://statistics.gov.scot/id/statistical-geography/S02002344,Newton North,5
http://statistics.gov.scot/id/statistical-geography/S02001412,Newton Stewart,35
http://statistics.gov.scot/id/statistical-geography/S02002070,Newtongrange,5
http://statistics.gov.scot/id/statistical-geography/S02001293,Newtonhill,5
http://statistics.gov.scot/id/statistical-geography/S02001628,Niddrie,0
http://statistics.gov.scot/id/statistical-geography/S02001845,Nitshill,25
http://statistics.gov.scot/id/statistical-geography/S02001907,North Barlanark and Easterhouse South,5
http://statistics.gov.scot/id/statistical-geography/S02001512,North Castlehill and Thorn,5
http://statistics.gov.scot/id/statistical-geography/S02001574,North Giffnock and North Thornliebank,20
http://statistics.gov.scot/id/statistical-geography/S02002071,North Gorebridge,5
http://statistics.gov.scot/id/statistical-geography/S02002238,North Inch,10
http://statistics.gov.scot/id/statistical-geography/S02001951,North Kelvin,10
http://statistics.gov.scot/id/statistical-geography/S02001566,North Kirkhill,0
http://statistics.gov.scot/id/statistical-geography/S02001641,North Leith and Newhaven,20
http://statistics.gov.scot/id/statistical-geography/S02002327,North Mainland,20
http://statistics.gov.scot/id/statistical-geography/S02002236,North Muirton and Old Scone,5
http://statistics.gov.scot/id/statistical-geography/S02001763,North Queensferry and Inverkeithing West,10
http://statistics.gov.scot/id/statistical-geography/S02002074,North Speyside,20
http://statistics.gov.scot/id/statistical-geography/S02002328,North and East Isles,10
http://statistics.gov.scot/id/statistical-geography/S02001486,Northern and Irvine Valley Rural,10
http://statistics.gov.scot/id/statistical-geography/S02001273,Northfield,5
http://statistics.gov.scot/id/statistical-geography/S02001635,Northfield and Piershill,10
http://statistics.gov.scot/id/statistical-geography/S02001691,Northwest Lewis,5
http://statistics.gov.scot/id/statistical-geography/S02001431,Nunholm,20
http://statistics.gov.scot/id/statistical-geography/S02001739,Oakley Comrie and Blairhall,10
http://statistics.gov.scot/id/statistical-geography/S02001372,Oban North,60
http://statistics.gov.scot/id/statistical-geography/S02001371,Oban South,25
http://statistics.gov.scot/id/statistical-geography/S02001265,Old Aberdeen,5
http://statistics.gov.scot/id/statistical-geography/S02001912,Old Shettleston and Parkhead North,10
http://statistics.gov.scot/id/statistical-geography/S02001622,"Old Town, Princes Street and Leith Street",400
http://statistics.gov.scot/id/statistical-geography/S02001281,Oldmachar East,10
http://statistics.gov.scot/id/statistical-geography/S02001280,Oldmachar West,0
http://statistics.gov.scot/id/statistical-geography/S02002162,Orbiston,0
http://statistics.gov.scot/id/statistical-geography/S02002135,Overtown,0
