Generated by http://statistics.gov.scot,2020-07-25T09:15:09+00:00
http://statistics.gov.scot/data/dwellings-type,Dwellings by Type
measure type,Ratio
Reference Period,2017
Measure (cell values): ,Ratio(Percent Of Dwellings)

,,http://statistics.gov.scot/def/concept/type-of-dwelling/detached,http://statistics.gov.scot/def/concept/type-of-dwelling/flats,http://statistics.gov.scot/def/concept/type-of-dwelling/semi-detached,http://statistics.gov.scot/def/concept/type-of-dwelling/terraced,http://statistics.gov.scot/def/concept/type-of-dwelling/unknown
http://statistics.gov.scot/id/statistical-geography/S01012444,Carrick North - 04,69.9,13.4,10.6,5.6,0.5
http://statistics.gov.scot/id/statistical-geography/S01012445,Carrick North - 05,88.7,0,10.8,0,0.5
http://statistics.gov.scot/id/statistical-geography/S01012417,Carrick South - 01,38.6,9.2,22.3,29.4,0.6
http://statistics.gov.scot/id/statistical-geography/S01012418,Carrick South - 02,50.4,0.4,32.7,16,0.4
http://statistics.gov.scot/id/statistical-geography/S01012419,Carrick South - 03,61.4,2.5,26.5,9.3,0.3
http://statistics.gov.scot/id/statistical-geography/S01012420,Carrick South - 04,17.2,10.8,24.9,46.6,0.5
http://statistics.gov.scot/id/statistical-geography/S01012421,Carrick South - 05,34.2,10.1,35.9,19.7,0
http://statistics.gov.scot/id/statistical-geography/S01012422,Carrick South - 06,43.4,6.2,27.5,22.8,0
http://statistics.gov.scot/id/statistical-geography/S01012423,Carrick South - 07,34,6.4,25.7,33.4,0.5
http://statistics.gov.scot/id/statistical-geography/S01011771,Carrickstone - 01,74,0,24.7,1.3,0
http://statistics.gov.scot/id/statistical-geography/S01011772,Carrickstone - 02,95.9,0,4.1,0,0
http://statistics.gov.scot/id/statistical-geography/S01011773,Carrickstone - 03,52.5,0,37.9,9.6,0
http://statistics.gov.scot/id/statistical-geography/S01011774,Carrickstone - 04,41.1,28.8,19.3,10.9,0
http://statistics.gov.scot/id/statistical-geography/S01011775,Carrickstone - 05,65.7,0,22.6,11.7,0
http://statistics.gov.scot/id/statistical-geography/S01011776,Carrickstone - 06,88.2,0,7.9,3.8,0
http://statistics.gov.scot/id/statistical-geography/S01009113,Carron - 01,53.2,13,30.4,3.4,0
http://statistics.gov.scot/id/statistical-geography/S01009114,Carron - 02,22.1,12.7,38.4,26.7,0
http://statistics.gov.scot/id/statistical-geography/S01009115,Carron - 03,28.1,47.6,12,12.4,0
http://statistics.gov.scot/id/statistical-geography/S01009116,Carron - 04,34.7,14.5,50.8,0,0
http://statistics.gov.scot/id/statistical-geography/S01009117,Carronshore - 01,8,34,29.2,28.5,0.2
http://statistics.gov.scot/id/statistical-geography/S01009118,Carronshore - 02,41.1,0,42,16.9,0
http://statistics.gov.scot/id/statistical-geography/S01009119,Carronshore - 03,0.3,2.7,55.7,41.3,0
http://statistics.gov.scot/id/statistical-geography/S01009120,Carronshore - 04,2.9,23.4,18,54,1.7
http://statistics.gov.scot/id/statistical-geography/S01009121,Carse and Grangemouth Old Town - 01,4.9,61.2,15.2,18.5,0.3
http://statistics.gov.scot/id/statistical-geography/S01009122,Carse and Grangemouth Old Town - 02,15.7,13.2,13.5,15.6,42.1
http://statistics.gov.scot/id/statistical-geography/S01009123,Carse and Grangemouth Old Town - 03,55.8,3.5,11.3,26,3.5
http://statistics.gov.scot/id/statistical-geography/S01009124,Carse and Grangemouth Old Town - 04,35.5,0,33.6,30.9,0
http://statistics.gov.scot/id/statistical-geography/S01009125,Carse and Grangemouth Old Town - 05,29.3,21.1,30.3,18.8,0.7
http://statistics.gov.scot/id/statistical-geography/S01013106,Carse of Stirling - 01,21.4,38.1,20.3,19.7,0.5
http://statistics.gov.scot/id/statistical-geography/S01013107,Carse of Stirling - 02,68.9,0.6,7.7,5.6,17.2
http://statistics.gov.scot/id/statistical-geography/S01013108,Carse of Stirling - 03,36.1,20.7,27.8,2.7,12.7
http://statistics.gov.scot/id/statistical-geography/S01013109,Carse of Stirling - 04,44.2,0.4,29.6,14.4,11.3
http://statistics.gov.scot/id/statistical-geography/S01013110,Carse of Stirling - 05,52.7,4.4,17.8,18.2,6.9
http://statistics.gov.scot/id/statistical-geography/S01013111,Carse of Stirling - 06,43.4,6.1,26.9,20.8,2.8
http://statistics.gov.scot/id/statistical-geography/S01012581,"Carstairs, Carstairs Junction and Carnwath - 01",16.2,25.1,43.6,14.8,0.3
http://statistics.gov.scot/id/statistical-geography/S01012582,"Carstairs, Carstairs Junction and Carnwath - 02",53.4,2.2,34.4,7.2,2.7
http://statistics.gov.scot/id/statistical-geography/S01012583,"Carstairs, Carstairs Junction and Carnwath - 03",16.3,12.9,24.9,46,0
http://statistics.gov.scot/id/statistical-geography/S01012584,"Carstairs, Carstairs Junction and Carnwath - 04",37.9,6.7,27.7,26.8,0.9
http://statistics.gov.scot/id/statistical-geography/S01012585,"Carstairs, Carstairs Junction and Carnwath - 05",6.4,30.6,23,39.9,0
http://statistics.gov.scot/id/statistical-geography/S01012586,"Carstairs, Carstairs Junction and Carnwath - 06",37.1,5.5,21.6,33.7,2.1
http://statistics.gov.scot/id/statistical-geography/S01009566,Caskieberran East,15.4,2.8,0,81.8,0
http://statistics.gov.scot/id/statistical-geography/S01009567,Caskieberran West,7.7,11.2,8.4,72.7,0
http://statistics.gov.scot/id/statistical-geography/S01007534,Castle Douglas - 01,16.3,16.7,33.7,33.3,0
http://statistics.gov.scot/id/statistical-geography/S01007535,Castle Douglas - 02,36,26.5,21.2,16.1,0.2
http://statistics.gov.scot/id/statistical-geography/S01007536,Castle Douglas - 03,10,19.5,29.4,41.1,0
http://statistics.gov.scot/id/statistical-geography/S01007537,Castle Douglas - 04,31.7,34.5,11,22.7,0.2
http://statistics.gov.scot/id/statistical-geography/S01007538,Castle Douglas - 05,67.4,2.3,23.5,6.3,0.5
http://statistics.gov.scot/id/statistical-geography/S01012459,Castlehill and Kincaidston - 01,67.8,0,25.4,6.7,0
http://statistics.gov.scot/id/statistical-geography/S01012460,Castlehill and Kincaidston - 02,94.4,0,5.6,0,0
http://statistics.gov.scot/id/statistical-geography/S01012461,Castlehill and Kincaidston - 03,16.7,21.8,5.1,56.4,0
http://statistics.gov.scot/id/statistical-geography/S01012462,Castlehill and Kincaidston - 04,0,23.6,17,59.4,0
http://statistics.gov.scot/id/statistical-geography/S01012463,Castlehill and Kincaidston - 05,4,19,1.5,75.5,0
http://statistics.gov.scot/id/statistical-geography/S01012464,Castlehill and Kincaidston - 06,0,15.6,0,84.4,0
http://statistics.gov.scot/id/statistical-geography/S01012465,Castlehill and Kincaidston - 07,0,0,0,100,0
http://statistics.gov.scot/id/statistical-geography/S01009986,Castlemilk - 01,0,87.6,3,9.4,0
http://statistics.gov.scot/id/statistical-geography/S01009987,Castlemilk - 02,0.2,79.4,7.8,11.3,1.2
http://statistics.gov.scot/id/statistical-geography/S01009988,Castlemilk - 03,0,93.4,3.9,2.7,0
http://statistics.gov.scot/id/statistical-geography/S01009989,Castlemilk - 04,0.5,74.4,13.4,11.6,0
http://statistics.gov.scot/id/statistical-geography/S01009990,Castlemilk - 05,0,100,0,0,0
http://statistics.gov.scot/id/statistical-geography/S01009991,Castlemilk - 06,0.6,98.5,0.9,0,0
http://statistics.gov.scot/id/statistical-geography/S01009992,Castlemilk - 07,0,66.4,3.6,30,0
http://statistics.gov.scot/id/statistical-geography/S01010005,Cathcart - 01,0,99.8,0,0,0.2
http://statistics.gov.scot/id/statistical-geography/S01010006,Cathcart - 02,0,97.2,0.6,2.1,0.1
http://statistics.gov.scot/id/statistical-geography/S01010007,Cathcart - 03,0.7,48.2,10.2,40.5,0.5
http://statistics.gov.scot/id/statistical-geography/S01010008,Cathcart - 04,0.4,99.6,0,0,0
http://statistics.gov.scot/id/statistical-geography/S01010009,Cathcart - 05,0,99.4,0,0.4,0.2
http://statistics.gov.scot/id/statistical-geography/S01010010,Cathcart - 06,6,41.5,25.2,27,0.2
http://statistics.gov.scot/id/statistical-geography/S01013080,Causewayhead - 01,27.8,27.3,21.7,22.2,1
http://statistics.gov.scot/id/statistical-geography/S01013081,Causewayhead - 02,41.9,5.4,26.8,3.7,22.2
http://statistics.gov.scot/id/statistical-geography/S01013082,Causewayhead - 03,55.6,0.5,43.6,0,0.2
http://statistics.gov.scot/id/statistical-geography/S01010110,Central Easterhouse - 01,0,78.7,18.2,3.1,0
http://statistics.gov.scot/id/statistical-geography/S01010111,Central Easterhouse - 02,0.7,62.1,25.7,10.4,1
http://statistics.gov.scot/id/statistical-geography/S01010112,Central Easterhouse - 03,0,45.5,36.6,11.1,6.8
http://statistics.gov.scot/id/statistical-geography/S01012402,Central Shetland - 01,62.2,9.8,25.7,2.3,0
http://statistics.gov.scot/id/statistical-geography/S01012403,Central Shetland - 02,76.7,0.4,22.1,0.8,0
http://statistics.gov.scot/id/statistical-geography/S01012404,Central Shetland - 03,40.1,17.5,37.5,4.9,0
http://statistics.gov.scot/id/statistical-geography/S01012405,Central Shetland - 04,92.3,2.2,5.4,0,0
http://statistics.gov.scot/id/statistical-geography/S01011938,Central and South Inch - 01,2.6,68.8,12.5,8.2,7.9
http://statistics.gov.scot/id/statistical-geography/S01011939,Central and South Inch - 02,1.5,92.6,2.8,1.9,1.3
http://statistics.gov.scot/id/statistical-geography/S01011940,Central and South Inch - 03,0,100,0,0,0
http://statistics.gov.scot/id/statistical-geography/S01011941,Central and South Inch - 04,0,99.2,0.2,0,0.6
http://statistics.gov.scot/id/statistical-geography/S01011942,Central and South Inch - 05,0,97.2,0.2,1.8,0.8
http://statistics.gov.scot/id/statistical-geography/S01011943,Central and South Inch - 06,0.4,97.7,0.6,0.5,0.9
http://statistics.gov.scot/id/statistical-geography/S01009695,Ceres East and Pitscottie,54.1,5.4,17.2,23.3,0
http://statistics.gov.scot/id/statistical-geography/S01009520,Chapel,26.8,15.9,10.9,46.3,0
http://statistics.gov.scot/id/statistical-geography/S01009518,Chapel Moss,79.3,7.5,2.5,10.7,0
http://statistics.gov.scot/id/statistical-geography/S01011620,Chapelhall East - 01,55.4,0,37.1,7.5,0
http://statistics.gov.scot/id/statistical-geography/S01011621,Chapelhall East - 02,12.8,15.9,4.1,67.2,0
http://statistics.gov.scot/id/statistical-geography/S01011622,Chapelhall East - 03,82.8,0,13.4,3.9,0
http://statistics.gov.scot/id/statistical-geography/S01011623,Chapelhall East - 04,7.2,38.1,15.7,39,0
http://statistics.gov.scot/id/statistical-geography/S01011624,Chapelhall East - 05,29.2,33.6,13.6,23.3,0.3
http://statistics.gov.scot/id/statistical-geography/S01011617,Chapelhall West - 01,0.5,13.2,18.4,67.9,0
http://statistics.gov.scot/id/statistical-geography/S01011618,Chapelhall West - 02,0,22.5,27.2,50.4,0
http://statistics.gov.scot/id/statistical-geography/S01011619,Chapelhall West - 03,32.3,10.3,43.5,13.9,0
http://statistics.gov.scot/id/statistical-geography/S01009516,Chapelhill and Torbain,8.3,2.5,5.6,83.6,0
http://statistics.gov.scot/id/statistical-geography/S01012695,"Chapelton, Glengavel and Sandford - 01",50.9,1.2,34.3,10.7,3
http://statistics.gov.scot/id/statistical-geography/S01012696,"Chapelton, Glengavel and Sandford - 02",47.7,1,20.1,29.9,1.3
http://statistics.gov.scot/id/statistical-geography/S01012697,"Chapelton, Glengavel and Sandford - 03",42.7,0,21.2,34.6,1.5
http://statistics.gov.scot/id/statistical-geography/S01012698,"Chapelton, Glengavel and Sandford - 04",53.9,5.5,9.2,31.4,0
http://statistics.gov.scot/id/statistical-geography/S01009517,Chapelwood,71.3,12.1,8.6,8,0
http://statistics.gov.scot/id/statistical-geography/S01007845,Charleston - 01,0.9,50,19.7,29.4,0
http://statistics.gov.scot/id/statistical-geography/S01007846,Charleston - 02,0,19.3,36.9,43.8,0
http://statistics.gov.scot/id/statistical-geography/S01007847,Charleston - 03,0,43.6,14.9,41,0.4
http://statistics.gov.scot/id/statistical-geography/S01007848,Charleston - 04,0.2,77.1,4.9,17.8,0
http://statistics.gov.scot/id/statistical-geography/S01007849,Charleston - 05,1.9,52.2,15.1,30.8,0
http://statistics.gov.scot/id/statistical-geography/S01009288,Charlestown and Bellknowes,34,12.9,11.1,42.1,0
http://statistics.gov.scot/id/statistical-geography/S01012321,Chirnside - East,37.3,13,14.7,33.7,1.2
http://statistics.gov.scot/id/statistical-geography/S01012320,Chirnside - West,13.3,8.1,35.1,43.5,0
http://statistics.gov.scot/id/statistical-geography/S01011704,Chryston and Muirhead - 01,48.2,22.6,17.9,11.3,0
http://statistics.gov.scot/id/statistical-geography/S01011705,Chryston and Muirhead - 02,19.1,65.2,13.9,1.8,0
http://statistics.gov.scot/id/statistical-geography/S01011706,Chryston and Muirhead - 03,12.4,34,29.9,23.6,0
http://statistics.gov.scot/id/statistical-geography/S01011707,Chryston and Muirhead - 04,41.1,0,51.1,7.8,0
http://statistics.gov.scot/id/statistical-geography/S01011708,Chryston and Muirhead - 05,11.8,45.1,29,14.2,0
http://statistics.gov.scot/id/statistical-geography/S01007701,City Centre - 01,0,96.8,0,2.6,0.6
http://statistics.gov.scot/id/statistical-geography/S01013067,City Centre - 01,0,96.2,0.7,1.9,1.2
http://statistics.gov.scot/id/statistical-geography/S01007702,City Centre - 02,1.4,84,14.6,0,0
http://statistics.gov.scot/id/statistical-geography/S01013068,City Centre - 02,0.9,91.2,0.7,5.9,1.4
http://statistics.gov.scot/id/statistical-geography/S01007703,City Centre - 03,5.1,65.2,10.8,7.1,11.8
http://statistics.gov.scot/id/statistical-geography/S01013069,City Centre - 03,1,82.6,1.2,7.5,7.7
http://statistics.gov.scot/id/statistical-geography/S01007704,City Centre - 04,0.9,98.3,0.2,0,0.6
http://statistics.gov.scot/id/statistical-geography/S01013070,City Centre - 04,1.9,82.3,5.3,10.6,0
http://statistics.gov.scot/id/statistical-geography/S01007705,City Centre - 05,0,100,0,0,0
http://statistics.gov.scot/id/statistical-geography/S01013071,City Centre - 05,0,99.8,0,0.2,0
http://statistics.gov.scot/id/statistical-geography/S01007706,City Centre - 06,0,99.3,0.5,0.2,0
http://statistics.gov.scot/id/statistical-geography/S01006587,City Centre East - 01,0,98.1,0,1.9,0
http://statistics.gov.scot/id/statistical-geography/S01010259,City Centre East - 01,0,99.9,0.1,0,0
http://statistics.gov.scot/id/statistical-geography/S01006588,City Centre East - 02,0,100,0,0,0
http://statistics.gov.scot/id/statistical-geography/S01010260,City Centre East - 02,0,99.9,0,0,0.1
http://statistics.gov.scot/id/statistical-geography/S01006589,City Centre East - 03,0,99.5,0.2,0.2,0
http://statistics.gov.scot/id/statistical-geography/S01010261,City Centre East - 03,0,100,0,0,0
http://statistics.gov.scot/id/statistical-geography/S01006590,City Centre East - 04,1.5,92.7,2.3,3.5,0
http://statistics.gov.scot/id/statistical-geography/S01010262,City Centre East - 04,0.3,98.8,0.2,0,0.7
http://statistics.gov.scot/id/statistical-geography/S01010263,City Centre East - 05,0,99.3,0,0,0.7
http://statistics.gov.scot/id/statistical-geography/S01010264,City Centre East - 06,0,100,0,0,0
http://statistics.gov.scot/id/statistical-geography/S01010265,City Centre East - 07,0.1,75.7,0,0,24.2
http://statistics.gov.scot/id/statistical-geography/S01010272,City Centre South - 01,0.3,99,0,0.7,0
http://statistics.gov.scot/id/statistical-geography/S01010273,City Centre South - 02,0,100,0,0,0
http://statistics.gov.scot/id/statistical-geography/S01010274,City Centre South - 03,0,99.5,0.2,0,0.2
http://statistics.gov.scot/id/statistical-geography/S01010275,City Centre South - 04,0,100,0,0,0
http://statistics.gov.scot/id/statistical-geography/S01006582,City Centre West - 01,0.2,92.6,0,7.2,0
http://statistics.gov.scot/id/statistical-geography/S01010266,City Centre West - 01,0.7,98.9,0,0,0.4
http://statistics.gov.scot/id/statistical-geography/S01006583,City Centre West - 02,0.2,99.8,0,0,0
http://statistics.gov.scot/id/statistical-geography/S01010267,City Centre West - 02,0,98.9,0,0,1.1
http://statistics.gov.scot/id/statistical-geography/S01006584,City Centre West - 03,0.5,92.7,1.2,5.7,0
http://statistics.gov.scot/id/statistical-geography/S01010268,City Centre West - 03,0,99.8,0,0.2,0
http://statistics.gov.scot/id/statistical-geography/S01006585,City Centre West - 04,0,98.6,0.3,1,0
http://statistics.gov.scot/id/statistical-geography/S01010269,City Centre West - 04,0,100,0,0,0
http://statistics.gov.scot/id/statistical-geography/S01006586,City Centre West - 05,0.1,96.7,1,2.1,0
http://statistics.gov.scot/id/statistical-geography/S01010270,City Centre West - 05,0.1,99.9,0,0,0
http://statistics.gov.scot/id/statistical-geography/S01010271,City Centre West - 06,0,99.9,0,0.1,0
http://statistics.gov.scot/id/statistical-geography/S01007448,"Clackmannan, Kennet and Forestmill - 01",52.9,3.4,31.7,9.8,2.1
http://statistics.gov.scot/id/statistical-geography/S01007449,"Clackmannan, Kennet and Forestmill - 02",20.2,34,21.9,24,0
http://statistics.gov.scot/id/statistical-geography/S01007450,"Clackmannan, Kennet and Forestmill - 03",7.6,17.4,34,40.7,0.3
http://statistics.gov.scot/id/statistical-geography/S01007451,"Clackmannan, Kennet and Forestmill - 04",18.5,10.1,12.1,59.3,0
http://statistics.gov.scot/id/statistical-geography/S01007452,"Clackmannan, Kennet and Forestmill - 05",14.3,6.7,25.6,15.1,38.3
http://statistics.gov.scot/id/statistical-geography/S01007453,"Clackmannan, Kennet and Forestmill - 06",74.2,0,9,9.7,7.2
http://statistics.gov.scot/id/statistical-geography/S01008371,Clarkston and Sheddens - 01,51.5,0,13.2,35.3,0
http://statistics.gov.scot/id/statistical-geography/S01008372,Clarkston and Sheddens - 02,16.8,0,42.9,40.4,0
http://statistics.gov.scot/id/statistical-geography/S01008373,Clarkston and Sheddens - 03,29.2,0,67.8,3,0
http://statistics.gov.scot/id/statistical-geography/S01008374,Clarkston and Sheddens - 04,28.7,15.8,52.1,3.4,0
http://statistics.gov.scot/id/statistical-geography/S01008375,Clarkston and Sheddens - 05,53.4,0,42.2,4.3,0
http://statistics.gov.scot/id/statistical-geography/S01008376,Clarkston and Sheddens - 06,20.9,32,33,14.1,0
http://statistics.gov.scot/id/statistical-geography/S01008377,Clarkston and Sheddens - 07,5.8,23,40.2,30.9,0
http://statistics.gov.scot/id/statistical-geography/S01008378,Clarkston and Sheddens - 08,19.6,28,40.7,11.7,0
http://statistics.gov.scot/id/statistical-geography/S01007002,Clashindarroch - 01,67.4,7.8,22.6,2.2,0
http://statistics.gov.scot/id/statistical-geography/S01007003,Clashindarroch - 02,78.8,0,17.7,3.5,0
http://statistics.gov.scot/id/statistical-geography/S01007004,Clashindarroch - 03,72.2,1.5,24,2.4,0
http://statistics.gov.scot/id/statistical-geography/S01007005,Clashindarroch - 04,84.7,0.3,13.7,1.3,0
http://statistics.gov.scot/id/statistical-geography/S01007006,Clashindarroch - 05,55.6,6.8,21.8,15.8,0
http://statistics.gov.scot/id/statistical-geography/S01007007,Clashindarroch - 06,71.9,1,22.3,4.7,0
http://statistics.gov.scot/id/statistical-geography/S01009733,Clayton and Clatto,49.1,0.5,15.8,23,11.7
http://statistics.gov.scot/id/statistical-geography/S01011447,Cleland - 01,11.5,3.2,26.7,58.7,0
http://statistics.gov.scot/id/statistical-geography/S01011448,Cleland - 02,31.8,17.7,25.5,24.7,0.3
http://statistics.gov.scot/id/statistical-geography/S01011449,Cleland - 03,6.9,50.2,10.3,32.6,0
http://statistics.gov.scot/id/statistical-geography/S01011450,Cleland - 04,50.4,14.3,13,21.8,0.4
http://statistics.gov.scot/id/statistical-geography/S01011451,Cleland - 05,46.4,5.2,27.8,19.9,0.8
http://statistics.gov.scot/id/statistical-geography/S01008948,Clermiston and Drumbrae - 01,36.4,28.1,25.5,9.9,0
http://statistics.gov.scot/id/statistical-geography/S01008949,Clermiston and Drumbrae - 02,0.2,9,40.8,50,0
http://statistics.gov.scot/id/statistical-geography/S01008950,Clermiston and Drumbrae - 03,4.2,10.3,40.7,44.6,0.2
